user_id,target,account_detail_f,pro_cat_f,accessories_f,view_order_f,orders_f,contact_us_f,rewards_f,rewards_cart_f,deli_retrn_f,shop_f,prod_search_f,goalkeeper_f,loyalty_f,prod_coulour_f,clearance_f,sale_f,training_wear_f,page_views,sessions
8468,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1
4884,0,5,31,13,0,2,1,4,1,0,6,0,0,0,0,0,1,0,78,6
3483,0,3,24,0,0,1,0,0,0,0,19,0,2,0,4,3,2,3,86,6
9032,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
1268,1,18,129,2,10,10,0,26,1,1,172,2,3,21,1,0,0,86,454,25
4009,0,0,16,0,0,0,0,0,0,0,19,1,8,0,0,0,0,4,49,1
4679,1,65,170,3,16,24,2,24,7,1,132,5,4,0,46,1,6,66,636,26
4370,0,3,28,12,0,0,2,5,0,0,37,1,3,2,0,0,3,6,696,96
6928,0,1,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,1
7113,0,0,15,0,0,0,0,0,0,0,11,0,0,0,6,1,2,1,39,5
4037,1,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,45,4
1016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
6576,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
6635,0,9,71,23,0,1,0,4,1,0,58,0,11,0,54,0,1,11,177,1
9290,0,2,155,61,0,2,0,0,0,0,67,0,26,4,35,0,0,37,269,9
5853,1,0,6,0,0,0,0,0,0,0,8,0,0,0,8,3,0,0,18,1
8790,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,11,1
2233,0,1,24,3,0,0,1,0,0,0,16,0,0,0,0,0,1,31,50,2
2260,0,0,18,0,0,0,0,0,0,0,17,0,0,0,0,0,0,18,36,2
5195,1,0,38,23,0,0,0,3,0,2,33,0,0,0,23,0,2,9,119,2
4720,1,1,20,0,0,1,1,3,0,1,19,0,0,0,0,0,2,20,64,6
4869,0,2,123,8,0,2,0,3,0,0,68,0,35,1,4,5,0,6,330,3
8639,0,0,9,0,0,0,0,0,0,0,11,0,1,0,0,0,0,6,48,4
6521,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
5162,0,2,54,0,0,1,0,0,0,0,30,0,9,0,25,0,0,27,145,3
6018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
5329,1,0,12,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,26,3
9054,0,5,149,14,0,1,2,0,0,0,91,0,1,0,87,2,0,8,394,7
8855,0,2,14,8,0,2,0,1,1,0,15,0,1,0,0,0,0,18,19,1
6014,0,1,30,0,0,0,0,0,0,0,13,0,0,0,13,0,0,15,63,1
5773,0,5,1,0,3,3,0,0,0,0,6,0,0,0,6,0,0,0,15,1
5822,0,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,1
5277,1,0,14,0,0,0,0,0,0,0,22,0,0,0,8,0,0,4,43,2
5780,0,2,5,0,0,0,0,1,1,0,2,0,0,0,2,0,0,0,15,1
5391,1,0,19,0,0,0,0,0,0,0,7,0,0,0,7,0,0,7,31,1
7394,1,0,24,0,0,0,0,0,0,0,4,0,0,0,2,0,0,26,33,1
3424,0,2,10,0,0,1,0,0,0,0,16,0,5,0,0,0,0,0,38,12
4922,1,3,2,0,0,0,0,0,0,0,3,0,2,0,3,0,0,0,17,1
7120,0,1,70,6,0,0,0,0,0,0,42,0,5,0,35,1,3,22,160,3
5623,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,1
5804,0,0,10,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,20,2
3990,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,3
2880,0,0,8,0,0,0,0,0,0,0,16,0,9,0,0,0,0,0,37,1
4221,1,0,54,1,0,0,0,0,0,0,33,0,1,0,1,1,0,27,96,2
8030,1,4,133,14,0,0,0,14,9,0,70,0,17,31,43,0,0,16,279,17
4807,0,0,4,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,14,1
3960,1,49,109,5,9,9,4,0,0,1,57,0,0,0,19,0,0,84,271,15
4921,0,0,6,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,25,1
7445,0,1,7,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,41,1
3828,0,0,50,0,0,0,0,0,0,0,29,0,0,0,0,6,0,0,85,2
7104,0,0,6,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,11,1
7112,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6,1
5259,0,11,73,2,0,1,0,0,0,1,21,0,6,0,18,2,0,20,159,13
4691,1,0,7,0,0,0,0,0,0,0,8,0,0,0,1,0,0,6,24,3
4753,1,1,46,8,0,0,0,0,0,0,24,6,0,0,17,0,0,25,128,13
5528,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
24,0,5,13,7,1,1,0,0,0,0,3,0,0,0,0,0,0,4,34,6
6694,0,0,10,0,0,0,0,0,0,0,10,0,0,0,8,0,0,9,31,1
9031,0,1,4,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,13,1
7009,0,20,55,0,0,3,2,0,0,0,44,0,1,0,39,0,1,38,253,18
4846,1,0,7,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,24,1
6863,0,2,8,17,0,0,0,0,0,0,9,0,0,0,0,0,0,0,27,4
4724,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,1
6374,1,2,68,8,0,0,0,1,0,0,26,0,0,0,16,0,2,66,116,9
7666,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,1
8276,0,1,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,21,1
7616,0,5,16,0,0,1,0,0,0,0,3,0,0,0,2,0,0,15,27,1
8788,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,11,3
5687,0,0,9,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,16,2
9042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
6233,0,1,14,0,0,0,0,0,0,0,14,0,0,0,15,0,1,0,41,2
3878,1,7,256,26,2,2,2,0,0,0,122,1,7,4,36,3,6,148,514,28
7099,0,5,8,0,0,1,0,0,0,0,14,0,1,0,2,0,0,0,86,1
6171,0,2,26,0,0,0,0,0,0,0,16,0,0,0,19,0,0,0,54,6
4122,1,0,26,0,0,0,0,0,0,0,22,0,0,0,0,0,0,17,65,3
5254,0,2,11,0,0,0,0,0,0,0,7,0,0,0,7,0,0,11,23,1
5493,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2
6339,0,0,12,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,21,1
8836,0,2,6,0,0,0,0,0,0,0,14,0,0,0,16,0,0,0,25,2
5762,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
6301,0,0,38,0,0,0,0,0,0,0,38,0,0,0,30,1,2,4,113,6
4530,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1
4585,0,8,20,0,4,10,2,1,0,0,20,0,10,0,6,0,0,0,118,9
5747,0,0,51,0,0,1,0,1,0,0,35,0,13,0,40,0,0,1,117,8
6656,0,0,17,3,0,0,0,0,0,0,5,0,0,0,5,0,1,4,33,1
5465,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
5700,0,3,15,5,0,1,0,2,0,1,25,0,0,0,16,1,3,3,82,8
8852,0,0,37,0,0,0,0,0,0,0,16,0,0,0,17,0,0,0,63,2
6640,0,13,17,0,0,0,0,0,0,0,23,0,12,0,17,0,0,3,69,2
8503,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,9,1
4072,0,38,253,10,0,2,2,0,0,2,176,0,77,0,29,4,0,60,815,41
9057,0,2,20,0,0,0,0,0,0,0,13,0,0,0,16,0,0,6,51,2
8440,1,2,24,0,0,0,3,0,0,0,28,0,3,0,26,0,0,0,87,7
3442,0,9,5,0,3,3,0,2,0,0,5,0,0,3,0,0,1,4,44,5
4019,1,15,88,5,0,0,0,0,0,0,54,2,0,0,0,0,0,79,216,20
5745,0,2,27,0,0,0,0,0,0,0,14,0,13,0,11,0,0,2,66,1
4659,0,0,135,0,0,0,1,0,0,0,23,0,0,0,13,0,5,129,186,9
4445,0,0,11,0,0,0,0,0,0,0,7,0,15,0,0,0,1,0,19,4
6476,0,1,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,10,1
3378,0,5,92,0,0,1,0,0,0,0,46,0,28,0,1,1,0,0,177,2
1733,0,9,35,0,0,0,0,0,0,0,17,0,0,0,13,0,0,7,89,8
8912,1,3,14,0,0,0,0,0,0,1,12,0,0,0,10,0,0,8,41,5
6040,0,0,6,0,0,0,0,0,0,0,7,0,0,0,7,0,0,5,16,1
5005,0,2,17,0,0,0,0,0,0,0,16,0,0,0,17,0,1,2,57,2
6087,1,2,26,0,1,1,0,0,0,0,20,0,26,0,15,0,0,0,79,7
5587,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,1
7894,0,1,21,2,0,1,0,0,0,0,21,0,0,1,0,0,0,13,71,1
6202,0,1,3,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,13,1
9257,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
4169,0,1,14,0,0,0,0,0,0,0,19,0,0,0,0,0,0,14,38,2
8571,1,2,2,0,0,0,0,0,0,0,7,0,0,0,4,0,0,1,32,1
6545,0,2,4,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,20,1
5271,0,2,11,0,0,0,0,0,0,0,5,0,4,0,5,0,0,1,21,1
6378,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1
4352,1,9,49,0,0,0,1,0,0,0,36,1,25,0,0,0,1,1,122,7
5728,0,7,3,0,0,1,0,0,0,0,5,0,0,0,5,0,0,0,23,1
5399,0,10,55,0,3,2,0,0,0,1,38,0,13,0,34,1,0,0,255,14
5564,1,14,276,123,0,7,0,9,0,0,78,0,28,8,21,2,7,117,444,44
6359,0,1,9,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,20,1
4607,0,1,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,38,1
5533,0,2,21,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,45,5
4868,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,16,1
5445,0,1,3,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,15,1
3863,1,13,52,2,1,3,1,0,0,0,72,1,4,0,28,0,1,42,214,10
7705,0,0,9,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,21,3
4298,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,1
5125,0,0,12,11,0,0,0,0,0,0,6,0,0,0,1,0,1,1,26,2
6954,0,4,4,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,17,1
6493,0,3,9,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,27,1
6617,0,8,51,6,0,1,2,0,0,0,54,0,0,1,54,0,2,15,176,20
5529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
9180,0,6,18,0,0,0,0,0,0,0,19,0,0,0,20,0,0,0,53,4
9121,0,2,15,0,0,0,0,0,0,0,18,0,7,0,17,0,0,0,50,1
6670,0,2,11,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,19,1
4656,0,5,11,1,0,0,0,0,0,0,10,3,0,0,0,0,1,0,57,3
5562,1,0,1,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,8,1
3385,0,1,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,8,1
9120,1,1,3,0,0,1,3,0,0,1,13,0,0,0,13,0,0,0,30,4
4674,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,9,1
5180,1,3,7,0,0,0,0,0,0,0,8,0,0,0,6,0,0,2,25,1
4213,0,2,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,18,1
6017,0,0,15,0,0,0,0,0,0,0,23,0,0,0,15,0,0,0,40,1
3968,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1
7998,1,1,5,1,0,0,1,4,1,1,11,0,0,0,9,0,0,1,33,3
2457,0,2,3,0,0,0,0,7,1,0,5,0,0,0,4,0,1,1,20,1
7880,1,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,10,1
4434,1,3,0,0,0,5,0,0,0,0,7,4,0,0,0,0,0,0,56,3
7448,0,0,7,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,16,1
7095,0,1,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,13,1
8050,0,3,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,1
5519,0,1,3,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,15,2
6205,0,1,15,0,0,0,0,0,0,0,6,0,2,0,6,0,0,0,32,1
7764,0,9,46,0,0,1,0,0,0,0,22,0,0,0,14,0,0,0,95,5
7025,0,1,46,2,0,0,0,3,0,0,17,0,7,1,14,0,2,3,79,3
5682,0,0,4,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,18,1
4943,1,0,6,0,0,0,0,0,0,0,16,0,8,0,13,0,0,0,30,2
8275,0,1,5,0,0,0,0,0,0,0,4,0,0,0,2,0,0,6,13,1
8364,0,0,8,0,0,0,1,0,0,0,8,0,0,0,6,0,0,0,35,5
5207,0,6,22,0,0,0,0,0,0,0,8,0,0,0,15,0,0,0,55,5
7315,0,6,8,0,0,0,0,0,0,0,14,0,3,0,14,0,0,0,31,1
9177,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,1
4443,0,72,100,3,9,13,1,14,3,0,44,1,0,2,35,0,0,67,302,25
6029,0,1,5,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,11,1
5080,1,0,5,0,0,0,0,0,0,0,7,0,0,0,5,0,0,3,20,3
6295,0,0,35,9,0,0,0,0,0,0,30,1,25,0,22,0,0,2,84,2
115,0,1,20,0,0,0,0,0,0,0,17,0,4,0,13,0,0,6,61,1
4356,0,2,0,0,0,0,0,0,0,0,13,2,13,0,0,0,0,0,26,1
5024,1,3,53,1,2,1,2,1,0,3,60,12,7,0,14,2,15,9,208,19
6156,0,1,30,0,0,0,0,0,0,0,8,0,5,0,6,0,0,0,61,3
2899,0,1,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,16,2
9118,0,5,25,0,0,0,1,0,0,0,42,0,2,0,9,0,0,0,115,9
6546,1,0,33,0,0,0,0,0,0,1,14,0,13,0,12,0,1,19,58,4
8398,0,2,4,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,14,2
7045,1,0,4,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,22,2
4431,1,21,13,2,0,0,0,0,0,0,25,11,0,0,0,2,3,9,122,2
7628,0,1,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,19,2
4281,1,2,29,0,0,1,0,1,0,0,55,12,0,0,0,0,0,29,152,12
6189,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
6754,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,9,1
4094,0,0,84,0,0,1,1,0,0,2,44,0,4,0,13,1,1,1,189,5
2808,0,11,12,0,0,0,0,0,0,0,5,0,0,0,8,0,1,0,32,2
5107,0,4,39,0,0,0,0,0,0,0,39,0,16,0,24,0,0,0,119,5
8591,1,0,75,0,0,0,0,0,0,0,42,0,1,0,24,0,0,78,135,2
5055,1,13,84,2,0,0,0,0,0,1,39,4,0,0,20,0,0,58,178,7
6991,0,2,9,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,22,2
6598,0,1,34,0,0,0,0,0,0,0,25,0,0,0,5,0,1,44,72,4
7840,0,8,8,1,0,0,0,0,0,0,6,0,0,0,10,0,0,1,24,1
1667,0,0,17,0,0,0,0,0,0,0,3,1,0,0,0,0,0,17,30,3
6101,1,0,19,11,0,1,0,3,0,0,9,0,0,0,6,0,0,4,39,1
3827,1,0,25,0,0,0,0,0,0,1,17,0,0,0,0,0,0,22,53,7
5656,0,3,25,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,36,1
6811,0,0,25,0,0,1,0,0,0,0,23,0,8,0,23,0,0,0,87,4
8961,0,1,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,1
8797,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,6,1
554,0,0,12,1,0,0,0,0,0,0,3,0,0,0,3,0,0,2,16,1
5127,1,3,16,5,0,0,0,0,0,0,15,0,7,0,1,0,0,0,43,5
6630,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
4647,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,19,1
7093,0,0,2,0,0,0,0,0,0,0,4,0,0,0,4,0,0,2,8,1
4362,1,0,34,5,0,0,0,0,0,0,22,0,0,0,0,0,0,15,63,1
4103,1,1,0,0,0,2,1,0,0,0,23,4,0,0,0,0,0,0,45,5
5764,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
5702,0,136,750,33,0,1,0,1,0,0,561,0,107,2,688,7,0,155,2494,74
5368,0,2,60,5,0,0,0,1,1,0,16,0,4,0,20,0,0,13,101,2
4712,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,2
8057,0,3,32,0,0,0,2,1,0,0,28,0,1,0,23,0,0,0,111,3
4205,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,2
3222,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,27,3
6058,0,1,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,1
5712,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
9306,0,1,2,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,11,2
4618,1,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,1,0,29,1
4425,1,1,128,6,0,0,0,0,0,0,66,1,6,0,0,1,1,86,245,14
3801,0,0,14,0,0,0,0,0,0,0,13,2,0,0,0,0,0,1,37,1
8154,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
9267,0,3,50,0,0,0,0,0,0,0,17,0,6,0,14,0,0,15,110,3
8612,0,1,22,5,0,1,0,0,0,0,16,0,10,0,8,0,0,0,52,2
5183,0,0,14,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,25,2
4250,1,0,50,9,0,0,0,0,0,0,57,1,1,0,0,7,3,21,132,1
4695,1,19,146,13,5,9,0,23,1,7,84,8,2,23,0,0,2,103,378,18
4133,1,0,216,12,0,0,0,0,0,0,92,0,0,0,2,0,0,126,341,22
6756,0,3,49,0,0,0,0,0,0,0,45,0,33,0,43,1,1,13,146,10
5371,0,0,2,1,0,0,0,0,0,1,9,0,0,0,6,0,1,0,22,1
5054,0,0,62,0,0,0,0,0,0,0,25,4,0,0,68,0,1,8,118,3
5013,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,2,8,2
8854,0,1,17,0,0,0,0,0,0,0,9,0,1,0,9,0,0,1,39,2
8627,0,1,13,0,0,0,0,0,0,0,9,0,1,0,9,0,0,0,32,2
8090,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
8141,1,9,17,0,4,8,8,0,0,3,22,0,3,0,9,0,0,18,112,8
5490,0,1,6,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,42,1
8024,1,0,68,0,0,0,0,0,0,0,23,0,5,0,10,0,0,28,99,5
5843,0,2,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,12,1
7084,1,1,9,0,0,1,4,1,0,0,17,0,0,1,14,0,0,9,55,7
3947,1,0,22,0,0,0,0,0,0,0,15,2,27,0,1,0,0,1,58,6
4113,1,0,0,0,0,0,0,0,0,0,20,11,0,0,0,0,0,0,67,2
7890,0,5,8,0,0,1,0,0,0,0,11,0,0,0,9,0,0,6,23,1
4194,0,0,22,0,0,0,0,0,0,0,25,0,0,0,5,0,0,0,56,1
9303,1,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,19,3
88,0,2,14,0,0,0,0,0,0,0,13,0,1,0,9,0,0,8,45,6
8757,0,1,4,0,0,0,0,0,0,0,10,0,1,0,9,0,0,0,51,2
3016,0,4,31,0,0,3,0,6,1,0,17,1,0,0,9,0,3,15,120,3
8530,0,1,7,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,29,2
5050,1,2,24,0,0,0,0,0,0,0,31,0,0,0,29,0,0,24,90,2
6988,0,0,9,3,0,0,0,0,0,0,9,0,4,0,7,0,0,0,20,1
6483,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
4003,0,4,8,0,0,0,0,0,0,0,11,0,0,0,0,0,1,1,32,1
6164,0,1,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,1
6322,0,0,16,0,0,0,0,0,0,0,31,0,5,0,32,0,0,1,58,5
8199,1,12,106,8,1,2,4,0,0,0,56,0,11,0,44,0,0,20,235,6
3658,0,9,0,0,3,6,0,1,0,1,0,0,0,0,0,0,0,0,22,5
7580,1,0,9,0,0,0,0,0,0,0,9,0,0,0,3,0,0,7,24,4
6077,0,1,12,0,0,0,0,0,0,0,15,0,4,0,5,0,0,0,41,3
8559,0,2,42,0,0,0,0,0,0,0,21,0,13,0,12,0,0,0,70,3
4494,0,2,21,3,0,0,0,7,4,0,31,1,0,2,0,0,0,15,72,7
5924,0,4,25,0,0,0,0,0,0,0,15,0,3,0,14,0,0,0,60,3
5553,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2
6044,0,0,1,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,14,1
8856,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,7,1
6769,0,1,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13,1
6448,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
9320,0,1,7,0,0,0,0,0,0,0,5,0,0,0,9,0,0,1,21,1
6004,0,1,19,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,40,1
1048,0,5,53,0,0,0,1,3,1,0,27,1,26,0,11,0,0,0,116,10
6646,0,0,13,0,0,0,0,0,0,0,3,0,1,0,0,0,0,5,17,1
4000,1,0,23,0,0,0,0,0,0,0,33,1,0,0,20,0,0,17,87,4
8973,0,2,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,10,1
5749,0,2,42,0,0,0,0,0,0,0,22,0,8,0,21,0,3,19,99,2
4409,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,21,2
3844,1,0,28,0,0,0,0,0,0,0,24,0,7,0,0,10,0,0,57,1
4307,1,6,2,6,0,1,0,0,0,0,7,0,0,0,0,0,0,0,33,2
8782,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
8442,1,0,8,0,0,0,0,0,0,0,14,0,4,0,14,1,0,0,31,1
1776,0,2,11,4,0,0,0,2,0,0,18,0,0,2,0,0,0,0,37,6
4130,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,3
7537,1,22,88,10,0,2,0,15,7,0,87,0,1,32,43,1,1,29,272,13
8069,0,2,12,2,0,0,1,0,0,0,18,0,2,0,18,0,0,2,86,3
5723,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,1
1027,0,0,34,0,0,1,0,1,0,0,22,0,0,0,17,0,0,31,78,2
9142,0,2,27,0,0,1,0,0,0,0,20,0,0,0,12,0,0,15,87,2
5099,0,2,108,0,0,0,0,0,0,0,39,0,0,0,33,0,0,72,166,18
5844,1,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,1,7,21,2
5683,0,2,9,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,17,1
5943,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,5,1
6866,0,5,9,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,24,3
4692,1,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,34,1
6177,0,4,61,0,0,0,0,0,0,0,28,0,1,0,26,5,1,1,128,11
8260,0,1,60,0,0,0,0,0,0,0,26,0,18,0,18,0,0,0,130,4
8903,0,1,17,0,0,0,0,0,0,0,11,0,6,0,4,0,0,0,59,2
1691,0,2,6,6,0,1,0,0,0,0,6,0,0,0,0,0,0,0,51,5
8880,0,1,43,0,0,0,0,0,0,0,15,0,0,0,11,0,0,25,64,2
5317,1,0,38,0,0,0,0,0,0,0,22,0,5,0,17,0,0,27,101,4
7134,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,9,1
8978,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1
8860,0,2,46,0,0,0,1,0,0,0,29,0,0,0,25,0,0,0,119,11
8549,0,1,9,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,21,2
5825,0,3,52,12,0,1,0,1,0,0,8,0,3,0,4,0,2,29,89,9
8701,0,9,14,0,0,0,0,0,0,0,6,0,3,0,6,0,0,0,39,1
8200,0,8,65,0,0,0,0,0,0,0,24,0,3,0,29,0,0,0,160,2
6950,0,4,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,12,1
6167,0,2,17,0,0,0,0,0,0,0,14,0,3,0,9,0,0,0,64,1
6159,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,3
3597,1,2,8,0,0,0,0,0,0,0,21,1,2,0,0,0,0,0,46,2
5590,1,13,126,10,0,0,2,4,0,0,108,0,2,1,106,0,2,45,356,17
8753,0,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,59,3
3974,1,14,310,4,3,10,9,11,1,2,905,9,138,3,431,0,2,231,1477,267
8731,1,7,22,0,0,0,0,6,3,0,22,0,0,0,10,0,0,0,65,3
8592,1,1,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,14,3
4850,1,0,0,0,0,0,2,0,0,0,6,2,0,0,0,0,0,0,19,2
4541,0,0,51,5,0,1,0,0,0,0,39,0,2,0,9,0,1,7,128,7
8264,1,0,38,0,0,0,1,0,0,0,10,0,0,0,10,0,0,37,57,3
6431,1,9,161,22,8,7,0,2,2,0,65,2,3,8,54,9,7,49,325,15
1282,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,1
3961,1,47,67,0,11,12,0,7,0,1,77,0,8,0,24,0,1,18,256,9
4215,1,0,29,0,0,0,0,0,0,0,66,11,0,0,0,0,0,29,143,7
4382,1,2,39,0,0,0,0,0,0,0,20,1,0,0,3,5,4,26,89,5
6340,0,1,27,0,0,0,0,0,0,0,8,0,7,0,4,0,0,0,67,1
6048,1,0,3,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,16,1
5253,0,1,55,2,0,0,0,0,0,0,39,0,0,0,35,0,0,11,111,3
5588,1,10,97,5,0,0,0,0,0,0,43,0,0,0,11,0,0,94,199,14
4689,1,2,30,3,1,1,0,0,0,1,21,1,22,0,1,0,3,5,79,8
3775,0,3,21,0,0,0,0,0,0,0,13,0,0,0,4,0,2,2,44,1
5412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
